timestep_4,technology_2,technology_3,parameter,value
h0555,offshore,offshore_a,avaConv,0.746915862
h0556,offshore,offshore_a,avaConv,0.751808378
h0557,offshore,offshore_a,avaConv,0.709193588
h0558,offshore,offshore_a,avaConv,0.726440566
h0559,offshore,offshore_a,avaConv,0.716100665
h0560,offshore,offshore_a,avaConv,0.723579539
h0561,offshore,offshore_a,avaConv,0.739175675
h0562,offshore,offshore_a,avaConv,0.76412165
h0563,offshore,offshore_a,avaConv,0.775248319
h0564,offshore,offshore_a,avaConv,0.783253848
h0565,offshore,offshore_a,avaConv,0.818601836
h0566,offshore,offshore_a,avaConv,0.74074166
h0567,offshore,offshore_a,avaConv,0.750623692
h0568,offshore,offshore_a,avaConv,0.77444563
h0569,offshore,offshore_a,avaConv,0.799438368
h0570,offshore,offshore_a,avaConv,0.807616122
h0571,offshore,offshore_a,avaConv,0.81895735
h0572,offshore,offshore_a,avaConv,0.840368227
h0573,offshore,offshore_a,avaConv,0.849545812
h0574,offshore,offshore_a,avaConv,0.847588124
h0575,offshore,offshore_a,avaConv,0.840930039
h0576,offshore,offshore_a,avaConv,0.820946889
h0577,offshore,offshore_a,avaConv,0.793315226
h0578,offshore,offshore_a,avaConv,0.735515622
h0579,offshore,offshore_a,avaConv,0.735515622
h0580,offshore,offshore_a,avaConv,0.746618862
h0581,offshore,offshore_a,avaConv,0.736636955
h0582,offshore,offshore_a,avaConv,0.717841447
h0583,offshore,offshore_a,avaConv,0.655898603
h0584,offshore,offshore_a,avaConv,0.639783543
h0585,offshore,offshore_a,avaConv,0.686194453
h0586,offshore,offshore_a,avaConv,0.69666497
h0587,offshore,offshore_a,avaConv,0.73850406
h0588,offshore,offshore_a,avaConv,0.763460448
h0589,offshore,offshore_a,avaConv,0.776998286
h0590,offshore,offshore_a,avaConv,0.781583158
h0591,offshore,offshore_a,avaConv,0.799725971
h0592,offshore,offshore_a,avaConv,0.828458278
h0593,offshore,offshore_a,avaConv,0.849545812
h0594,offshore,offshore_a,avaConv,0.853733733
h0595,offshore,offshore_a,avaConv,0.85533654
h0596,offshore,offshore_a,avaConv,0.846678474
h0597,offshore,offshore_a,avaConv,0.791148806
h0598,offshore,offshore_a,avaConv,0.785937969
h0599,offshore,offshore_a,avaConv,0.794974264
h0600,offshore,offshore_a,avaConv,0.812689643
h0601,offshore,offshore_a,avaConv,0.821301925
h0602,offshore,offshore_a,avaConv,0.822650404
h0603,offshore,offshore_a,avaConv,0.819312791
h0604,offshore,offshore_a,avaConv,0.798287466
h0605,offshore,offshore_a,avaConv,0.717765802
h0606,offshore,offshore_a,avaConv,0.715797717
h0607,offshore,offshore_a,avaConv,0.717538845
h0608,offshore,offshore_a,avaConv,0.753731622
h0609,offshore,offshore_a,avaConv,0.809261295
h0610,offshore,offshore_a,avaConv,0.844577524
h0611,offshore,offshore_a,avaConv,0.864300181
h0612,offshore,offshore_a,avaConv,0.870389887
h0613,offshore,offshore_a,avaConv,0.865062496
h0614,offshore,offshore_a,avaConv,0.879830788
h0615,offshore,offshore_a,avaConv,0.879143287
h0616,offshore,offshore_a,avaConv,0.880380606
h0617,offshore,offshore_a,avaConv,0.863537549
h0618,offshore,offshore_a,avaConv,0.839173789
h0619,offshore,offshore_a,avaConv,0.833542124
h0620,offshore,offshore_a,avaConv,0.820378681
h0621,offshore,offshore_a,avaConv,0.807759243
h0622,offshore,offshore_a,avaConv,0.814757642
h0623,offshore,offshore_a,avaConv,0.836500972
h0624,offshore,offshore_a,avaConv,0.842614416
h0625,offshore,offshore_a,avaConv,0.847448208
h0626,offshore,offshore_a,avaConv,0.850942863
h0627,offshore,offshore_a,avaConv,0.854012583
h0628,offshore,offshore_a,avaConv,0.855475848
h0629,offshore,offshore_a,avaConv,0.854361087
h0630,offshore,offshore_a,avaConv,0.852269062
h0631,offshore,offshore_a,avaConv,0.848707063
h0632,offshore,offshore_a,avaConv,0.841491674
h0633,offshore,offshore_a,avaConv,0.725537657
h0634,offshore,offshore_a,avaConv,0.720260106
h0635,offshore,offshore_a,avaConv,0.722599544
h0636,offshore,offshore_a,avaConv,0.723956293
h0637,offshore,offshore_a,avaConv,0.721845277
h0638,offshore,offshore_a,avaConv,0.719957983
h0639,offshore,offshore_a,avaConv,0.722147028
h0640,offshore,offshore_a,avaConv,0.717992725
h0641,offshore,offshore_a,avaConv,0.688587696
h0642,offshore,offshore_a,avaConv,0.649253145
h0643,offshore,offshore_a,avaConv,0.642734898
h0644,offshore,offshore_a,avaConv,0.707975887
h0645,offshore,offshore_a,avaConv,0.795118452
h0646,offshore,offshore_a,avaConv,0.80868924
h0647,offshore,offshore_a,avaConv,0.814543826
h0648,offshore,offshore_a,avaConv,0.81554141
h0649,offshore,offshore_a,avaConv,0.805826101
h0650,offshore,offshore_a,avaConv,0.801450573
h0651,offshore,offshore_a,avaConv,0.816182411
h0652,offshore,offshore_a,avaConv,0.812903689
h0653,offshore,offshore_a,avaConv,0.814828908
h0654,offshore,offshore_a,avaConv,0.814187406
h0655,offshore,offshore_a,avaConv,0.816324823
h0656,offshore,offshore_a,avaConv,0.820023457
h0657,offshore,offshore_a,avaConv,0.821656889
h0658,offshore,offshore_a,avaConv,0.819526021
h0659,offshore,offshore_a,avaConv,0.818530724
h0660,offshore,offshore_a,avaConv,0.817961727
h0661,offshore,offshore_a,avaConv,0.847518167
h0662,offshore,offshore_a,avaConv,0.873013341
h0663,offshore,offshore_a,avaConv,0.858051121
h0664,offshore,offshore_a,avaConv,0.873634142
h0665,offshore,offshore_a,avaConv,0.872461343
h0666,offshore,offshore_a,avaConv,0.873151315
h0667,offshore,offshore_a,avaConv,0.87459942
h0668,offshore,offshore_a,avaConv,0.875908639
h0669,offshore,offshore_a,avaConv,0.876184147
h0670,offshore,offshore_a,avaConv,0.874875122
h0671,offshore,offshore_a,avaConv,0.874323677
h0672,offshore,offshore_a,avaConv,0.873496204
h0673,offshore,offshore_a,avaConv,0.870113518
h0674,offshore,offshore_a,avaConv,0.870873434
h0675,offshore,offshore_a,avaConv,0.870597137
h0676,offshore,offshore_a,avaConv,0.870942502
h0677,offshore,offshore_a,avaConv,0.870458973
h0678,offshore,offshore_a,avaConv,0.868454434
h0679,offshore,offshore_a,avaConv,0.867624332
h0680,offshore,offshore_a,avaConv,0.860900561
h0681,offshore,offshore_a,avaConv,0.862913342
h0682,offshore,offshore_a,avaConv,0.849685566
h0683,offshore,offshore_a,avaConv,0.827680287
h0684,offshore,offshore_a,avaConv,0.77196211
h0685,offshore,offshore_a,avaConv,0.669330086
h0686,offshore,offshore_a,avaConv,0.661019252
h0687,offshore,offshore_a,avaConv,0.728845746
h0688,offshore,offshore_a,avaConv,0.807043519
h0689,offshore,offshore_a,avaConv,0.849266273
h0690,offshore,offshore_a,avaConv,0.857564186
h0691,offshore,offshore_a,avaConv,0.862774601
h0692,offshore,offshore_a,avaConv,0.867139934
h0693,offshore,offshore_a,avaConv,0.871287803
h0694,offshore,offshore_a,avaConv,0.848427393
h0695,offshore,offshore_a,avaConv,0.860344921
h0696,offshore,offshore_a,avaConv,0.865408899
h0697,offshore,offshore_a,avaConv,0.857077121
h0698,offshore,offshore_a,avaConv,0.849336162
h0699,offshore,offshore_a,avaConv,0.848916787
h0700,offshore,offshore_a,avaConv,0.84597843
h0701,offshore,offshore_a,avaConv,0.844857792
h0702,offshore,offshore_a,avaConv,0.852896923
h0703,offshore,offshore_a,avaConv,0.839244072
h0704,offshore,offshore_a,avaConv,0.861941931
h0705,offshore,offshore_a,avaConv,0.843385893
h0706,offshore,offshore_a,avaConv,0.750623692
h0707,offshore,offshore_a,avaConv,0.830860807
h0708,offshore,offshore_a,avaConv,0.856520317
h0709,offshore,offshore_a,avaConv,0.854988224
h0710,offshore,offshore_a,avaConv,0.855824071
h0711,offshore,offshore_a,avaConv,0.861178318
h0712,offshore,offshore_a,avaConv,0.868800199
h0713,offshore,offshore_a,avaConv,0.863121435
h0714,offshore,offshore_a,avaConv,0.853106162
h0715,offshore,offshore_a,avaConv,0.853036418
h0716,offshore,offshore_a,avaConv,0.853454839
h0717,offshore,offshore_a,avaConv,0.835022165
h0718,offshore,offshore_a,avaConv,0.85791201
h0719,offshore,offshore_a,avaConv,0.856381089
h0720,offshore,offshore_a,avaConv,0.836430581
h0721,offshore,offshore_a,avaConv,0.822934162
h0722,offshore,offshore_a,avaConv,0.854291391
h0723,offshore,offshore_a,avaConv,0.867070723
h0724,offshore,offshore_a,avaConv,0.869422414
h0725,offshore,offshore_a,avaConv,0.8691459
h0726,offshore,offshore_a,avaConv,0.867901074
h0727,offshore,offshore_a,avaConv,0.869767998
h0728,offshore,offshore_a,avaConv,0.868454434
h0729,offshore,offshore_a,avaConv,0.858816041
h0730,offshore,offshore_a,avaConv,0.863052073
h0731,offshore,offshore_a,avaConv,0.869906214
h0732,offshore,offshore_a,avaConv,0.87114969
h0733,offshore,offshore_a,avaConv,0.868454434
h0734,offshore,offshore_a,avaConv,0.866032259
h0735,offshore,offshore_a,avaConv,0.866586179
h0736,offshore,offshore_a,avaConv,0.870182614
h0737,offshore,offshore_a,avaConv,0.840227746
h0738,offshore,offshore_a,avaConv,0.771230948
h0739,offshore,offshore_a,avaConv,0.698505015
h0740,offshore,offshore_a,avaConv,0.567554838
h0741,offshore,offshore_a,avaConv,0.493771502
h0742,offshore,offshore_a,avaConv,0.455072061
h0743,offshore,offshore_a,avaConv,0.419540735
h0744,offshore,offshore_a,avaConv,0.356686696
h0745,offshore,offshore_a,avaConv,0.299029629
h0746,offshore,offshore_a,avaConv,0.263402709
h0747,offshore,offshore_a,avaConv,0.261094429
h0748,offshore,offshore_a,avaConv,0.227940967
h0749,offshore,offshore_a,avaConv,0.244531095
h0750,offshore,offshore_a,avaConv,0.336116799
h0751,offshore,offshore_a,avaConv,0.484620911
h0752,offshore,offshore_a,avaConv,0.707747458
h0753,offshore,offshore_a,avaConv,0.799006871
h0754,offshore,offshore_a,avaConv,0.830437069
h0755,offshore,offshore_a,avaConv,0.839454905
h0756,offshore,offshore_a,avaConv,0.842614416
h0757,offshore,offshore_a,avaConv,0.854012583
h0758,offshore,offshore_a,avaConv,0.857772888
h0759,offshore,offshore_a,avaConv,0.854779202
h0760,offshore,offshore_a,avaConv,0.847658078
h0761,offshore,offshore_a,avaConv,0.832625288
h0762,offshore,offshore_a,avaConv,0.837134371
h0763,offshore,offshore_a,avaConv,0.8691459
h0764,offshore,offshore_a,avaConv,0.868731051
h0765,offshore,offshore_a,avaConv,0.859372146
h0766,offshore,offshore_a,avaConv,0.870389887
h0767,offshore,offshore_a,avaConv,0.858398852
h0768,offshore,offshore_a,avaConv,0.856729138
h0769,offshore,offshore_a,avaConv,0.834106095
h0770,offshore,offshore_a,avaConv,0.826831178
h0771,offshore,offshore_a,avaConv,0.833189551
h0772,offshore,offshore_a,avaConv,0.749438126
h0773,offshore,offshore_a,avaConv,0.740070714
h0774,offshore,offshore_a,avaConv,0.768376291
h0775,offshore,offshore_a,avaConv,0.764562301
h0776,offshore,offshore_a,avaConv,0.739175675
h0777,offshore,offshore_a,avaConv,0.745876118
h0778,offshore,offshore_a,avaConv,0.756612168
h0779,offshore,offshore_a,avaConv,0.728470183
h0780,offshore,offshore_a,avaConv,0.680232868
h0781,offshore,offshore_a,avaConv,0.645361818
h0782,offshore,offshore_a,avaConv,0.619589695
h0783,offshore,offshore_a,avaConv,0.628718697
h0784,offshore,offshore_a,avaConv,0.627510486
h0785,offshore,offshore_a,avaConv,0.60039836
h0786,offshore,offshore_a,avaConv,0.576309352
h0787,offshore,offshore_a,avaConv,0.541417647
h0788,offshore,offshore_a,avaConv,0.483892646
h0789,offshore,offshore_a,avaConv,0.542194783
h0790,offshore,offshore_a,avaConv,0.630810346
h0791,offshore,offshore_a,avaConv,0.707823605
h0792,offshore,offshore_a,avaConv,0.756833535
h0793,offshore,offshore_a,avaConv,0.816039986
h0794,offshore,offshore_a,avaConv,0.841561866
h0795,offshore,offshore_a,avaConv,0.841702242
h0796,offshore,offshore_a,avaConv,0.840508696
h0797,offshore,offshore_a,avaConv,0.843035263
h0798,offshore,offshore_a,avaConv,0.848427393
h0799,offshore,offshore_a,avaConv,0.8526179
h0800,offshore,offshore_a,avaConv,0.851850367
h0801,offshore,offshore_a,avaConv,0.853594291
h0802,offshore,offshore_a,avaConv,0.854430779
h0803,offshore,offshore_a,avaConv,0.855545498
h0804,offshore,offshore_a,avaConv,0.854291391
h0805,offshore,offshore_a,avaConv,0.832766371
h0806,offshore,offshore_a,avaConv,0.76984084
h0807,offshore,offshore_a,avaConv,0.759487564
h0808,offshore,offshore_a,avaConv,0.790426046
h0809,offshore,offshore_a,avaConv,0.792954349
h0810,offshore,offshore_a,avaConv,0.800660347
h0811,offshore,offshore_a,avaConv,0.781074354
h0812,offshore,offshore_a,avaConv,0.807544557
h0813,offshore,offshore_a,avaConv,0.803245178
h0814,offshore,offshore_a,avaConv,0.803460403
h0815,offshore,offshore_a,avaConv,0.791582313
h0816,offshore,offshore_a,avaConv,0.80188145
h0817,offshore,offshore_a,avaConv,0.805109568
h0818,offshore,offshore_a,avaConv,0.801091425
h0819,offshore,offshore_a,avaConv,0.797783701
h0820,offshore,offshore_a,avaConv,0.778819199
h0821,offshore,offshore_a,avaConv,0.789341323
h0822,offshore,offshore_a,avaConv,0.792665593
h0823,offshore,offshore_a,avaConv,0.712385384
h0824,offshore,offshore_a,avaConv,0.649649601
h0825,offshore,offshore_a,avaConv,0.536310016
h0826,offshore,offshore_a,avaConv,0.481704746
h0827,offshore,offshore_a,avaConv,0.396749558
h0828,offshore,offshore_a,avaConv,0.397449151
h0829,offshore,offshore_a,avaConv,0.395348628
h0830,offshore,offshore_a,avaConv,0.421972169
h0831,offshore,offshore_a,avaConv,0.446031102
h0832,offshore,offshore_a,avaConv,0.484074761
h0833,offshore,offshore_a,avaConv,0.460959483
h0834,offshore,offshore_a,avaConv,0.516705265
h0835,offshore,offshore_a,avaConv,0.546674692
h0836,offshore,offshore_a,avaConv,0.472169163
h0837,offshore,offshore_a,avaConv,0.400739466
h0838,offshore,offshore_a,avaConv,0.42990151
h0839,offshore,offshore_a,avaConv,0.401236889
h0840,offshore,offshore_a,avaConv,0.385678356
h0841,offshore,offshore_a,avaConv,0.393042013
h0842,offshore,offshore_a,avaConv,0.402230865
h0843,offshore,offshore_a,avaConv,0.373941656
h0844,offshore,offshore_a,avaConv,0.408959571
h0845,offshore,offshore_a,avaConv,0.487528844
h0846,offshore,offshore_a,avaConv,0.611784088
h0847,offshore,offshore_a,avaConv,0.655109142
h0848,offshore,offshore_a,avaConv,0.691900894
h0849,offshore,offshore_a,avaConv,0.711701995
h0850,offshore,offshore_a,avaConv,0.711322201
h0851,offshore,offshore_a,avaConv,0.733120753
h0852,offshore,offshore_a,avaConv,0.744240855
h0853,offshore,offshore_a,avaConv,0.761548795
h0854,offshore,offshore_a,avaConv,0.757349938
h0855,offshore,offshore_a,avaConv,0.748696699
h0856,offshore,offshore_a,avaConv,0.721392538
h0857,offshore,offshore_a,avaConv,0.736412753
h0858,offshore,offshore_a,avaConv,0.785792992
h0859,offshore,offshore_a,avaConv,0.802312219
h0860,offshore,offshore_a,avaConv,0.812047347
h0861,offshore,offshore_a,avaConv,0.807401418
h0862,offshore,offshore_a,avaConv,0.813046371
h0863,offshore,offshore_a,avaConv,0.81874405
h0864,offshore,offshore_a,avaConv,0.833330589
h0865,offshore,offshore_a,avaConv,0.834317538
h0866,offshore,offshore_a,avaConv,0.811690412
h0867,offshore,offshore_a,avaConv,0.811404811
h0868,offshore,offshore_a,avaConv,0.823643355
h0869,offshore,offshore_a,avaConv,0.828033962
h0870,offshore,offshore_a,avaConv,0.821088912
h0871,offshore,offshore_a,avaConv,0.838962923
h0872,offshore,offshore_a,avaConv,0.841070464
h0873,offshore,offshore_a,avaConv,0.837908218
h0874,offshore,offshore_a,avaConv,0.836500972
h0875,offshore,offshore_a,avaConv,0.834388013
h0876,offshore,offshore_a,avaConv,0.82711426
h0877,offshore,offshore_a,avaConv,0.829659951
h0878,offshore,offshore_a,avaConv,0.828811796
h0879,offshore,offshore_a,avaConv,0.846328486
h0880,offshore,offshore_a,avaConv,0.85324564
h0881,offshore,offshore_a,avaConv,0.855824071
h0882,offshore,offshore_a,avaConv,0.8590246
h0883,offshore,offshore_a,avaConv,0.861456032
h0884,offshore,offshore_a,avaConv,0.857425038
h0885,offshore,offshore_a,avaConv,0.85686834
h0886,offshore,offshore_a,avaConv,0.855963341
h0887,offshore,offshore_a,avaConv,0.840438463
h0888,offshore,offshore_a,avaConv,0.853106162
h0889,offshore,offshore_a,avaConv,0.860067038
h0890,offshore,offshore_a,avaConv,0.859858598
h0891,offshore,offshore_a,avaConv,0.857772888
h0892,offshore,offshore_a,avaConv,0.858537925
h0893,offshore,offshore_a,avaConv,0.857494613
h0894,offshore,offshore_a,avaConv,0.859997561
h0895,offshore,offshore_a,avaConv,0.86131718
h0896,offshore,offshore_a,avaConv,0.856589926
h0897,offshore,offshore_a,avaConv,0.822650404
h0898,offshore,offshore_a,avaConv,0.825131727
h0899,offshore,offshore_a,avaConv,0.829589287
h0900,offshore,offshore_a,avaConv,0.848007808
h0901,offshore,offshore_a,avaConv,0.86166429
h0902,offshore,offshore_a,avaConv,0.863052073
h0903,offshore,offshore_a,avaConv,0.868177774
h0904,offshore,offshore_a,avaConv,0.868385273
h0905,offshore,offshore_a,avaConv,0.868454434
h0906,offshore,offshore_a,avaConv,0.870804364
h0907,offshore,offshore_a,avaConv,0.868731051
h0908,offshore,offshore_a,avaConv,0.842754709
h0909,offshore,offshore_a,avaConv,0.853733733
h0910,offshore,offshore_a,avaConv,0.859858598
h0911,offshore,offshore_a,avaConv,0.850104762
h0912,offshore,offshore_a,avaConv,0.856520317
h0913,offshore,offshore_a,avaConv,0.845138017
h0914,offshore,offshore_a,avaConv,0.799941642
h0915,offshore,offshore_a,avaConv,0.793387392
h0916,offshore,offshore_a,avaConv,0.819170623
h0917,offshore,offshore_a,avaConv,0.796415583
h0918,offshore,offshore_a,avaConv,0.796487617
h0919,offshore,offshore_a,avaConv,0.857772888
h0920,offshore,offshore_a,avaConv,0.863329504
h0921,offshore,offshore_a,avaConv,0.85784245
h0922,offshore,offshore_a,avaConv,0.855615145
h0923,offshore,offshore_a,avaConv,0.862358313
h0924,offshore,offshore_a,avaConv,0.859997561
h0925,offshore,offshore_a,avaConv,0.863121435
h0926,offshore,offshore_a,avaConv,0.863953569
h0927,offshore,offshore_a,avaConv,0.865408899
h0928,offshore,offshore_a,avaConv,0.863953569
h0929,offshore,offshore_a,avaConv,0.862774601
h0930,offshore,offshore_a,avaConv,0.859997561
h0931,offshore,offshore_a,avaConv,0.862635849
h0932,offshore,offshore_a,avaConv,0.856937936
h0933,offshore,offshore_a,avaConv,0.864646727
h0934,offshore,offshore_a,avaConv,0.864092222
h0935,offshore,offshore_a,avaConv,0.866655408
h0936,offshore,offshore_a,avaConv,0.865270345
h0937,offshore,offshore_a,avaConv,0.867347548
h0938,offshore,offshore_a,avaConv,0.865131782
h0939,offshore,offshore_a,avaConv,0.858746516
h0940,offshore,offshore_a,avaConv,0.860970004
h0941,offshore,offshore_a,avaConv,0.8590246
h0942,offshore,offshore_a,avaConv,0.859650134
h0943,offshore,offshore_a,avaConv,0.862982709
h0944,offshore,offshore_a,avaConv,0.863884239
h0945,offshore,offshore_a,avaConv,0.861803116
h0946,offshore,offshore_a,avaConv,0.861594873
h0947,offshore,offshore_a,avaConv,0.841351282
h0948,offshore,offshore_a,avaConv,0.843245649
h0949,offshore,offshore_a,avaConv,0.754396823
h0950,offshore,offshore_a,avaConv,0.599904609
h0951,offshore,offshore_a,avaConv,0.447165913
h0952,offshore,offshore_a,avaConv,0.304601662
h0953,offshore,offshore_a,avaConv,0.245534559
h0954,offshore,offshore_a,avaConv,0.181070875
h0955,offshore,offshore_a,avaConv,0.195274632
h0956,offshore,offshore_a,avaConv,0.362342066
h0957,offshore,offshore_a,avaConv,0.46690435
h0958,offshore,offshore_a,avaConv,0.479603613
h0959,offshore,offshore_a,avaConv,0.496474134
h0960,offshore,offshore_a,avaConv,0.558225567
h0961,offshore,offshore_a,avaConv,0.552079247
h0962,offshore,offshore_a,avaConv,0.658185516
h0963,offshore,offshore_a,avaConv,0.684261553
h0964,offshore,offshore_a,avaConv,0.583751792
h0965,offshore,offshore_a,avaConv,0.588079575
h0966,offshore,offshore_a,avaConv,0.638585223
h0967,offshore,offshore_a,avaConv,0.602124987
h0968,offshore,offshore_a,avaConv,0.593054628
h0969,offshore,offshore_a,avaConv,0.563068906
h0970,offshore,offshore_a,avaConv,0.539083083
h0971,offshore,offshore_a,avaConv,0.503468844
h0972,offshore,offshore_a,avaConv,0.447449404
h0973,offshore,offshore_a,avaConv,0.41592999
h0974,offshore,offshore_a,avaConv,0.448582524
h0975,offshore,offshore_a,avaConv,0.487256572
h0976,offshore,offshore_a,avaConv,0.479420701
h0977,offshore,offshore_a,avaConv,0.453007687
h0978,offshore,offshore_a,avaConv,0.452631871
h0979,offshore,offshore_a,avaConv,0.493771502
h0980,offshore,offshore_a,avaConv,0.532224794
