timestep_3,technology_1,region_2,region_3,value,parameter
h0085,D_PHS,,FR,12.716,stInflow
h0085,D_PHS,,IT,15.102,stInflow
h0085,D_PHS,,NO,24.7,stInflow
h0085,D_PHS,,SE,4.98,stInflow
h0086,D_PHS,,AT,7.846,stInflow
h0086,D_PHS,,CH,10.39,stInflow
h0086,D_PHS,Germany_,,5.9551,stInflow
h0086,D_PHS,,FR,12.716,stInflow
h0086,D_PHS,,IT,15.102,stInflow
h0086,D_PHS,,NO,24.7,stInflow
h0086,D_PHS,,SE,4.98,stInflow
h0087,D_PHS,,AT,7.846,stInflow
h0087,D_PHS,,CH,10.39,stInflow
h0087,D_PHS,Germany_,,5.9551,stInflow
h0087,D_PHS,,FR,12.716,stInflow
h0087,D_PHS,,IT,15.102,stInflow
h0087,D_PHS,,NO,24.7,stInflow
h0087,D_PHS,,SE,4.98,stInflow
h0088,D_PHS,,AT,7.846,stInflow
h0088,D_PHS,,CH,10.39,stInflow
h0088,D_PHS,Germany_,,5.9551,stInflow
h0088,D_PHS,,FR,12.716,stInflow
h0088,D_PHS,,IT,15.102,stInflow
h0088,D_PHS,,NO,24.7,stInflow
h0088,D_PHS,,SE,4.98,stInflow
h0089,D_PHS,,AT,7.846,stInflow
h0089,D_PHS,,CH,10.39,stInflow
h0089,D_PHS,Germany_,,5.9551,stInflow
h0089,D_PHS,,FR,12.716,stInflow
h0089,D_PHS,,IT,15.102,stInflow
h0089,D_PHS,,NO,24.7,stInflow
h0089,D_PHS,,SE,4.98,stInflow
h0090,D_PHS,,AT,7.846,stInflow
h0090,D_PHS,,CH,10.39,stInflow
h0090,D_PHS,Germany_,,5.9551,stInflow
h0090,D_PHS,,FR,12.716,stInflow
h0090,D_PHS,,IT,15.102,stInflow
h0090,D_PHS,,NO,24.7,stInflow
h0090,D_PHS,,SE,4.98,stInflow
h0091,D_PHS,,AT,7.846,stInflow
h0091,D_PHS,,CH,10.39,stInflow
h0091,D_PHS,Germany_,,5.9551,stInflow
h0091,D_PHS,,FR,12.716,stInflow
h0091,D_PHS,,IT,15.102,stInflow
h0091,D_PHS,,NO,24.7,stInflow
h0091,D_PHS,,SE,4.98,stInflow
h0092,D_PHS,,AT,7.846,stInflow
h0092,D_PHS,,CH,10.39,stInflow
h0092,D_PHS,Germany_,,5.9551,stInflow
h0092,D_PHS,,FR,12.716,stInflow
h0092,D_PHS,,IT,15.102,stInflow
h0092,D_PHS,,NO,24.7,stInflow
h0092,D_PHS,,SE,4.98,stInflow
h0093,D_PHS,,AT,7.846,stInflow
h0093,D_PHS,,CH,10.39,stInflow
h0093,D_PHS,Germany_,,5.9551,stInflow
h0093,D_PHS,,FR,12.716,stInflow
h0093,D_PHS,,IT,15.102,stInflow
h0093,D_PHS,,NO,24.7,stInflow
h0093,D_PHS,,SE,4.98,stInflow
h0094,D_PHS,,AT,7.846,stInflow
h0094,D_PHS,,CH,10.39,stInflow
h0094,D_PHS,Germany_,,5.9551,stInflow
h0094,D_PHS,,FR,12.716,stInflow
h0094,D_PHS,,IT,15.102,stInflow
h0094,D_PHS,,NO,24.7,stInflow
h0094,D_PHS,,SE,4.98,stInflow
h0095,D_PHS,,AT,7.846,stInflow
h0095,D_PHS,,CH,10.39,stInflow
h0095,D_PHS,Germany_,,5.9551,stInflow
h0095,D_PHS,,FR,12.716,stInflow
h0095,D_PHS,,IT,15.102,stInflow
h0095,D_PHS,,NO,24.7,stInflow
h0095,D_PHS,,SE,4.98,stInflow
h0096,D_PHS,,AT,7.846,stInflow
h0096,D_PHS,,CH,10.39,stInflow
h0096,D_PHS,Germany_,,5.9551,stInflow
h0096,D_PHS,,FR,12.716,stInflow
h0096,D_PHS,,IT,15.102,stInflow
h0096,D_PHS,,NO,24.7,stInflow
h0096,D_PHS,,SE,4.98,stInflow
h0097,D_PHS,,AT,7.846,stInflow
h0097,D_PHS,,CH,10.39,stInflow
h0097,D_PHS,Germany_,,5.9551,stInflow
h0097,D_PHS,,FR,12.716,stInflow
h0097,D_PHS,,IT,15.102,stInflow
h0097,D_PHS,,NO,24.7,stInflow
h0097,D_PHS,,SE,4.98,stInflow
h0098,D_PHS,,AT,7.846,stInflow
h0098,D_PHS,,CH,10.39,stInflow
h0098,D_PHS,Germany_,,5.9551,stInflow
h0098,D_PHS,,FR,12.716,stInflow
h0098,D_PHS,,IT,15.102,stInflow
h0098,D_PHS,,NO,24.7,stInflow
h0098,D_PHS,,SE,4.98,stInflow
h0099,D_PHS,,AT,7.846,stInflow
h0099,D_PHS,,CH,10.39,stInflow
h0099,D_PHS,Germany_,,5.9551,stInflow
h0099,D_PHS,,FR,12.716,stInflow
h0099,D_PHS,,IT,15.102,stInflow
h0099,D_PHS,,NO,24.7,stInflow
h0099,D_PHS,,SE,4.98,stInflow
h0100,D_PHS,,AT,7.846,stInflow
h0100,D_PHS,,CH,10.39,stInflow
h0100,D_PHS,Germany_,,5.9551,stInflow
h0100,D_PHS,,FR,12.716,stInflow
h0100,D_PHS,,IT,15.102,stInflow
h0100,D_PHS,,NO,24.7,stInflow
h0100,D_PHS,,SE,4.98,stInflow
h0101,D_PHS,,AT,7.846,stInflow
h0101,D_PHS,,CH,10.39,stInflow
h0101,D_PHS,Germany_,,5.9551,stInflow
h0101,D_PHS,,FR,12.716,stInflow
h0101,D_PHS,,IT,15.102,stInflow
h0101,D_PHS,,NO,24.7,stInflow
h0101,D_PHS,,SE,4.98,stInflow
h0102,D_PHS,,AT,7.846,stInflow
h0102,D_PHS,,CH,10.39,stInflow
h0102,D_PHS,Germany_,,5.9551,stInflow
h0102,D_PHS,,FR,12.716,stInflow
h0102,D_PHS,,IT,15.102,stInflow
h0102,D_PHS,,NO,24.7,stInflow
h0102,D_PHS,,SE,4.98,stInflow
h0103,D_PHS,,AT,7.846,stInflow
h0103,D_PHS,,CH,10.39,stInflow
h0103,D_PHS,Germany_,,5.9551,stInflow
h0103,D_PHS,,FR,12.716,stInflow
h0103,D_PHS,,IT,15.102,stInflow
h0103,D_PHS,,NO,24.7,stInflow
h0103,D_PHS,,SE,4.98,stInflow
h0104,D_PHS,,AT,7.846,stInflow
h0104,D_PHS,,CH,10.39,stInflow
h0104,D_PHS,Germany_,,5.9551,stInflow
h0104,D_PHS,,FR,12.716,stInflow
h0104,D_PHS,,IT,15.102,stInflow
h0104,D_PHS,,NO,24.7,stInflow
h0104,D_PHS,,SE,4.98,stInflow
h0105,D_PHS,,AT,7.846,stInflow
h0105,D_PHS,,CH,10.39,stInflow
h0105,D_PHS,Germany_,,5.9551,stInflow
h0105,D_PHS,,FR,12.716,stInflow
h0105,D_PHS,,IT,15.102,stInflow
h0105,D_PHS,,NO,24.7,stInflow
h0105,D_PHS,,SE,4.98,stInflow
h0106,D_PHS,,AT,7.846,stInflow
h0106,D_PHS,,CH,10.39,stInflow
h0106,D_PHS,Germany_,,5.9551,stInflow
h0106,D_PHS,,FR,12.716,stInflow
h0106,D_PHS,,IT,15.102,stInflow
h0106,D_PHS,,NO,24.7,stInflow
h0106,D_PHS,,SE,4.98,stInflow
h0107,D_PHS,,AT,7.846,stInflow
h0107,D_PHS,,CH,10.39,stInflow
h0107,D_PHS,Germany_,,5.9551,stInflow
h0107,D_PHS,,FR,12.716,stInflow
h0107,D_PHS,,IT,15.102,stInflow
h0107,D_PHS,,NO,24.7,stInflow
h0107,D_PHS,,SE,4.98,stInflow
h0108,D_PHS,,AT,7.846,stInflow
h0108,D_PHS,,CH,10.39,stInflow
h0108,D_PHS,Germany_,,5.9551,stInflow
h0108,D_PHS,,FR,12.716,stInflow
h0108,D_PHS,,IT,15.102,stInflow
h0108,D_PHS,,NO,24.7,stInflow
h0108,D_PHS,,SE,4.98,stInflow
h0109,D_PHS,,AT,7.846,stInflow
h0109,D_PHS,,CH,10.39,stInflow
h0109,D_PHS,Germany_,,5.9551,stInflow
h0109,D_PHS,,FR,12.716,stInflow
h0109,D_PHS,,IT,15.102,stInflow
h0109,D_PHS,,NO,24.7,stInflow
h0109,D_PHS,,SE,4.98,stInflow
h0110,D_PHS,,AT,7.846,stInflow
h0110,D_PHS,,CH,10.39,stInflow
h0110,D_PHS,Germany_,,5.9551,stInflow
h0110,D_PHS,,FR,12.716,stInflow
h0110,D_PHS,,IT,15.102,stInflow
h0110,D_PHS,,NO,24.7,stInflow
h0110,D_PHS,,SE,4.98,stInflow
h0111,D_PHS,,AT,7.846,stInflow
h0111,D_PHS,,CH,10.39,stInflow
h0111,D_PHS,Germany_,,5.9551,stInflow
h0111,D_PHS,,FR,12.716,stInflow
h0111,D_PHS,,IT,15.102,stInflow
h0111,D_PHS,,NO,24.7,stInflow
h0111,D_PHS,,SE,4.98,stInflow
h0112,D_PHS,,AT,7.846,stInflow
h0112,D_PHS,,CH,10.39,stInflow
h0112,D_PHS,Germany_,,5.9551,stInflow
h0112,D_PHS,,FR,12.716,stInflow
h0112,D_PHS,,IT,15.102,stInflow
h0112,D_PHS,,NO,24.7,stInflow
h0112,D_PHS,,SE,4.98,stInflow
h0113,D_PHS,,AT,7.846,stInflow
h0113,D_PHS,,CH,10.39,stInflow
h0113,D_PHS,Germany_,,5.9551,stInflow
h0113,D_PHS,,FR,12.716,stInflow
h0113,D_PHS,,IT,15.102,stInflow
h0113,D_PHS,,NO,24.7,stInflow
h0113,D_PHS,,SE,4.98,stInflow
h0114,D_PHS,,AT,7.846,stInflow
h0114,D_PHS,,CH,10.39,stInflow
h0114,D_PHS,Germany_,,5.9551,stInflow
h0114,D_PHS,,FR,12.716,stInflow
h0114,D_PHS,,IT,15.102,stInflow
h0114,D_PHS,,NO,24.7,stInflow
h0114,D_PHS,,SE,4.98,stInflow
h0115,D_PHS,,AT,7.846,stInflow
h0115,D_PHS,,CH,10.39,stInflow
h0115,D_PHS,Germany_,,5.9551,stInflow
h0115,D_PHS,,FR,12.716,stInflow
h0115,D_PHS,,IT,15.102,stInflow
h0115,D_PHS,,NO,24.7,stInflow
h0115,D_PHS,,SE,4.98,stInflow
h0116,D_PHS,,AT,7.846,stInflow
h0116,D_PHS,,CH,10.39,stInflow
h0116,D_PHS,Germany_,,5.9551,stInflow
h0116,D_PHS,,FR,12.716,stInflow
h0116,D_PHS,,IT,15.102,stInflow
h0116,D_PHS,,NO,24.7,stInflow
h0116,D_PHS,,SE,4.98,stInflow
h0117,D_PHS,,AT,7.846,stInflow
h0117,D_PHS,,CH,10.39,stInflow
h0117,D_PHS,Germany_,,5.9551,stInflow
h0117,D_PHS,,FR,12.716,stInflow
h0117,D_PHS,,IT,15.102,stInflow
h0117,D_PHS,,NO,24.7,stInflow
h0117,D_PHS,,SE,4.98,stInflow
h0118,D_PHS,,AT,7.846,stInflow
h0118,D_PHS,,CH,10.39,stInflow
h0118,D_PHS,Germany_,,5.9551,stInflow
h0118,D_PHS,,FR,12.716,stInflow
h0118,D_PHS,,IT,15.102,stInflow
h0118,D_PHS,,NO,24.7,stInflow
h0118,D_PHS,,SE,4.98,stInflow
h0119,D_PHS,,AT,7.846,stInflow
h0119,D_PHS,,CH,10.39,stInflow
h0119,D_PHS,Germany_,,5.9551,stInflow
h0119,D_PHS,,FR,12.716,stInflow
h0119,D_PHS,,IT,15.102,stInflow
h0119,D_PHS,,NO,24.7,stInflow
h0119,D_PHS,,SE,4.98,stInflow
h0120,D_PHS,,AT,7.846,stInflow
h0120,D_PHS,,CH,10.39,stInflow
h0120,D_PHS,Germany_,,5.9551,stInflow
h0120,D_PHS,,FR,12.716,stInflow
h0120,D_PHS,,IT,15.102,stInflow
h0120,D_PHS,,NO,24.7,stInflow
h0120,D_PHS,,SE,4.98,stInflow
h0121,D_PHS,,AT,7.846,stInflow
h0121,D_PHS,,CH,10.39,stInflow
h0121,D_PHS,Germany_,,5.9551,stInflow
h0121,D_PHS,,FR,12.716,stInflow
h0121,D_PHS,,IT,15.102,stInflow
h0121,D_PHS,,NO,24.7,stInflow
h0121,D_PHS,,SE,4.98,stInflow
h0122,D_PHS,,AT,7.846,stInflow
h0122,D_PHS,,CH,10.39,stInflow
h0122,D_PHS,Germany_,,5.9551,stInflow
h0122,D_PHS,,FR,12.716,stInflow
h0122,D_PHS,,IT,15.102,stInflow
h0122,D_PHS,,NO,24.7,stInflow
h0122,D_PHS,,SE,4.98,stInflow
h0123,D_PHS,,AT,7.846,stInflow
h0123,D_PHS,,CH,10.39,stInflow
h0123,D_PHS,Germany_,,5.9551,stInflow
h0123,D_PHS,,FR,12.716,stInflow
h0123,D_PHS,,IT,15.102,stInflow
h0123,D_PHS,,NO,24.7,stInflow
h0123,D_PHS,,SE,4.98,stInflow
h0124,D_PHS,,AT,7.846,stInflow
h0124,D_PHS,,CH,10.39,stInflow
h0124,D_PHS,Germany_,,5.9551,stInflow
h0124,D_PHS,,FR,12.716,stInflow
h0124,D_PHS,,IT,15.102,stInflow
h0124,D_PHS,,NO,24.7,stInflow
h0124,D_PHS,,SE,4.98,stInflow
h0125,D_PHS,,AT,7.846,stInflow
h0125,D_PHS,,CH,10.39,stInflow
h0125,D_PHS,Germany_,,5.9551,stInflow
h0125,D_PHS,,FR,12.716,stInflow
h0125,D_PHS,,IT,15.102,stInflow
h0125,D_PHS,,NO,24.7,stInflow
h0125,D_PHS,,SE,4.98,stInflow
h0126,D_PHS,,AT,7.846,stInflow
h0126,D_PHS,,CH,10.39,stInflow
h0126,D_PHS,Germany_,,5.9551,stInflow
h0126,D_PHS,,FR,12.716,stInflow
h0126,D_PHS,,IT,15.102,stInflow
h0126,D_PHS,,NO,24.7,stInflow
h0126,D_PHS,,SE,4.98,stInflow
h0127,D_PHS,,AT,7.846,stInflow
h0127,D_PHS,,CH,10.39,stInflow
h0127,D_PHS,Germany_,,5.9551,stInflow
h0127,D_PHS,,FR,12.716,stInflow
h0127,D_PHS,,IT,15.102,stInflow
h0127,D_PHS,,NO,24.7,stInflow
h0127,D_PHS,,SE,4.98,stInflow
h0128,D_PHS,,AT,7.846,stInflow
h0128,D_PHS,,CH,10.39,stInflow
h0128,D_PHS,Germany_,,5.9551,stInflow
h0128,D_PHS,,FR,12.716,stInflow
h0128,D_PHS,,IT,15.102,stInflow
h0128,D_PHS,,NO,24.7,stInflow
h0128,D_PHS,,SE,4.98,stInflow
h0129,D_PHS,,AT,7.846,stInflow
h0129,D_PHS,,CH,10.39,stInflow
h0129,D_PHS,Germany_,,5.9551,stInflow
h0129,D_PHS,,FR,12.716,stInflow
h0129,D_PHS,,IT,15.102,stInflow
h0129,D_PHS,,NO,24.7,stInflow
h0129,D_PHS,,SE,4.98,stInflow
h0130,D_PHS,,AT,7.846,stInflow
h0130,D_PHS,,CH,10.39,stInflow
h0130,D_PHS,Germany_,,5.9551,stInflow
h0130,D_PHS,,FR,12.716,stInflow
h0130,D_PHS,,IT,15.102,stInflow
h0130,D_PHS,,NO,24.7,stInflow
h0130,D_PHS,,SE,4.98,stInflow
h0131,D_PHS,,AT,7.846,stInflow
h0131,D_PHS,,CH,10.39,stInflow
h0131,D_PHS,Germany_,,5.9551,stInflow
h0131,D_PHS,,FR,12.716,stInflow
h0131,D_PHS,,IT,15.102,stInflow
h0131,D_PHS,,NO,24.7,stInflow
h0131,D_PHS,,SE,4.98,stInflow
h0132,D_PHS,,AT,7.846,stInflow
h0132,D_PHS,,CH,10.39,stInflow
h0132,D_PHS,Germany_,,5.9551,stInflow
h0132,D_PHS,,FR,12.716,stInflow
h0132,D_PHS,,IT,15.102,stInflow
h0132,D_PHS,,NO,24.7,stInflow
h0132,D_PHS,,SE,4.98,stInflow
h0133,D_PHS,,AT,7.846,stInflow
h0133,D_PHS,,CH,10.39,stInflow
h0133,D_PHS,Germany_,,5.9551,stInflow
h0133,D_PHS,,FR,12.716,stInflow
h0133,D_PHS,,IT,15.102,stInflow
h0133,D_PHS,,NO,24.7,stInflow
h0133,D_PHS,,SE,4.98,stInflow
h0134,D_PHS,,AT,7.846,stInflow
h0134,D_PHS,,CH,10.39,stInflow
h0134,D_PHS,Germany_,,5.9551,stInflow
h0134,D_PHS,,FR,12.716,stInflow
h0134,D_PHS,,IT,15.102,stInflow
h0134,D_PHS,,NO,24.7,stInflow
h0134,D_PHS,,SE,4.98,stInflow
h0135,D_PHS,,AT,7.846,stInflow
h0135,D_PHS,,CH,10.39,stInflow
h0135,D_PHS,Germany_,,5.9551,stInflow
h0135,D_PHS,,FR,12.716,stInflow
h0135,D_PHS,,IT,15.102,stInflow
h0135,D_PHS,,NO,24.7,stInflow
h0135,D_PHS,,SE,4.98,stInflow
h0136,D_PHS,,AT,7.846,stInflow
h0136,D_PHS,,CH,10.39,stInflow
h0136,D_PHS,Germany_,,5.9551,stInflow
h0136,D_PHS,,FR,12.716,stInflow
h0136,D_PHS,,IT,15.102,stInflow
h0136,D_PHS,,NO,24.7,stInflow
h0136,D_PHS,,SE,4.98,stInflow
h0137,D_PHS,,AT,7.846,stInflow
h0137,D_PHS,,CH,10.39,stInflow
h0137,D_PHS,Germany_,,5.9551,stInflow
h0137,D_PHS,,FR,12.716,stInflow
h0137,D_PHS,,IT,15.102,stInflow
h0137,D_PHS,,NO,24.7,stInflow
h0137,D_PHS,,SE,4.98,stInflow
h0138,D_PHS,,AT,7.846,stInflow
h0138,D_PHS,,CH,10.39,stInflow
h0138,D_PHS,Germany_,,5.9551,stInflow
h0138,D_PHS,,FR,12.716,stInflow
h0138,D_PHS,,IT,15.102,stInflow
h0138,D_PHS,,NO,24.7,stInflow
h0138,D_PHS,,SE,4.98,stInflow
h0139,D_PHS,,AT,7.846,stInflow
h0139,D_PHS,,CH,10.39,stInflow
h0139,D_PHS,Germany_,,5.9551,stInflow
h0139,D_PHS,,FR,12.716,stInflow
h0139,D_PHS,,IT,15.102,stInflow
h0139,D_PHS,,NO,24.7,stInflow
h0139,D_PHS,,SE,4.98,stInflow
h0140,D_PHS,,AT,7.846,stInflow
h0140,D_PHS,,CH,10.39,stInflow
h0140,D_PHS,Germany_,,5.9551,stInflow
h0140,D_PHS,,FR,12.716,stInflow
h0140,D_PHS,,IT,15.102,stInflow
h0140,D_PHS,,NO,24.7,stInflow
h0140,D_PHS,,SE,4.98,stInflow
h0141,D_PHS,,AT,7.846,stInflow
h0141,D_PHS,,CH,10.39,stInflow
h0141,D_PHS,Germany_,,5.9551,stInflow
h0141,D_PHS,,FR,12.716,stInflow
h0141,D_PHS,,IT,15.102,stInflow
h0141,D_PHS,,NO,24.7,stInflow
h0141,D_PHS,,SE,4.98,stInflow
h0142,D_PHS,,AT,7.846,stInflow
h0142,D_PHS,,CH,10.39,stInflow
h0142,D_PHS,Germany_,,5.9551,stInflow
h0142,D_PHS,,FR,12.716,stInflow
h0142,D_PHS,,IT,15.102,stInflow
h0142,D_PHS,,NO,24.7,stInflow
h0142,D_PHS,,SE,4.98,stInflow
h0143,D_PHS,,AT,7.846,stInflow
h0143,D_PHS,,CH,10.39,stInflow
h0143,D_PHS,Germany_,,5.9551,stInflow
h0143,D_PHS,,FR,12.716,stInflow
h0143,D_PHS,,IT,15.102,stInflow
h0143,D_PHS,,NO,24.7,stInflow
h0143,D_PHS,,SE,4.98,stInflow
h0144,D_PHS,,AT,7.846,stInflow
h0144,D_PHS,,CH,10.39,stInflow
h0144,D_PHS,Germany_,,5.9551,stInflow
h0144,D_PHS,,FR,12.716,stInflow
h0144,D_PHS,,IT,15.102,stInflow
h0144,D_PHS,,NO,24.7,stInflow
h0144,D_PHS,,SE,4.98,stInflow
h0145,D_PHS,,AT,7.846,stInflow
h0145,D_PHS,,CH,10.39,stInflow
h0145,D_PHS,Germany_,,5.9551,stInflow
h0145,D_PHS,,FR,12.716,stInflow
h0145,D_PHS,,IT,15.102,stInflow
h0145,D_PHS,,NO,24.7,stInflow
h0145,D_PHS,,SE,4.98,stInflow
h0146,D_PHS,,AT,7.846,stInflow
h0146,D_PHS,,CH,10.39,stInflow
h0146,D_PHS,Germany_,,5.9551,stInflow
h0146,D_PHS,,FR,12.716,stInflow
h0146,D_PHS,,IT,15.102,stInflow
h0146,D_PHS,,NO,24.7,stInflow
h0146,D_PHS,,SE,4.98,stInflow
h0147,D_PHS,,AT,7.846,stInflow
h0147,D_PHS,,CH,10.39,stInflow
h0147,D_PHS,Germany_,,5.9551,stInflow
h0147,D_PHS,,FR,12.716,stInflow
h0147,D_PHS,,IT,15.102,stInflow
h0147,D_PHS,,NO,24.7,stInflow
h0147,D_PHS,,SE,4.98,stInflow
h0148,D_PHS,,AT,7.846,stInflow
h0148,D_PHS,,CH,10.39,stInflow
h0148,D_PHS,Germany_,,5.9551,stInflow
h0148,D_PHS,,FR,12.716,stInflow
h0148,D_PHS,,IT,15.102,stInflow
h0148,D_PHS,,NO,24.7,stInflow
h0148,D_PHS,,SE,4.98,stInflow
h0149,D_PHS,,AT,7.846,stInflow
h0149,D_PHS,,CH,10.39,stInflow
h0149,D_PHS,Germany_,,5.9551,stInflow
h0149,D_PHS,,FR,12.716,stInflow
h0149,D_PHS,,IT,15.102,stInflow
h0149,D_PHS,,NO,24.7,stInflow
h0149,D_PHS,,SE,4.98,stInflow
h0150,D_PHS,,AT,7.846,stInflow
h0150,D_PHS,,CH,10.39,stInflow
h0150,D_PHS,Germany_,,5.9551,stInflow
h0150,D_PHS,,FR,12.716,stInflow
h0150,D_PHS,,IT,15.102,stInflow
h0150,D_PHS,,NO,24.7,stInflow
h0150,D_PHS,,SE,4.98,stInflow
h0151,D_PHS,,AT,7.846,stInflow
h0151,D_PHS,,CH,10.39,stInflow
h0151,D_PHS,Germany_,,5.9551,stInflow
h0151,D_PHS,,FR,12.716,stInflow
h0151,D_PHS,,IT,15.102,stInflow
h0151,D_PHS,,NO,24.7,stInflow
h0151,D_PHS,,SE,4.98,stInflow
h0152,D_PHS,,AT,7.846,stInflow
h0152,D_PHS,,CH,10.39,stInflow
h0152,D_PHS,Germany_,,5.9551,stInflow
h0152,D_PHS,,FR,12.716,stInflow
h0152,D_PHS,,IT,15.102,stInflow
h0152,D_PHS,,NO,24.7,stInflow
h0152,D_PHS,,SE,4.98,stInflow
h0153,D_PHS,,AT,7.846,stInflow
h0153,D_PHS,,CH,10.39,stInflow
h0153,D_PHS,Germany_,,5.9551,stInflow
h0153,D_PHS,,FR,12.716,stInflow
h0153,D_PHS,,IT,15.102,stInflow
h0153,D_PHS,,NO,24.7,stInflow
h0153,D_PHS,,SE,4.98,stInflow
h0154,D_PHS,,AT,7.846,stInflow
h0154,D_PHS,,CH,10.39,stInflow
h0154,D_PHS,Germany_,,5.9551,stInflow
h0154,D_PHS,,FR,12.716,stInflow
h0154,D_PHS,,IT,15.102,stInflow
h0154,D_PHS,,NO,24.7,stInflow
h0154,D_PHS,,SE,4.98,stInflow
h0155,D_PHS,,AT,7.846,stInflow
h0155,D_PHS,,CH,10.39,stInflow
h0155,D_PHS,Germany_,,5.9551,stInflow
h0155,D_PHS,,FR,12.716,stInflow
h0155,D_PHS,,IT,15.102,stInflow
h0155,D_PHS,,NO,24.7,stInflow
h0155,D_PHS,,SE,4.98,stInflow
h0156,D_PHS,,AT,7.846,stInflow
h0156,D_PHS,,CH,10.39,stInflow
h0156,D_PHS,Germany_,,5.9551,stInflow
h0156,D_PHS,,FR,12.716,stInflow
h0156,D_PHS,,IT,15.102,stInflow
h0156,D_PHS,,NO,24.7,stInflow
h0156,D_PHS,,SE,4.98,stInflow
h0157,D_PHS,,AT,7.846,stInflow
h0157,D_PHS,,CH,10.39,stInflow
h0157,D_PHS,Germany_,,5.9551,stInflow
h0157,D_PHS,,FR,12.716,stInflow
h0157,D_PHS,,IT,15.102,stInflow
h0157,D_PHS,,NO,24.7,stInflow
h0157,D_PHS,,SE,4.98,stInflow
h0158,D_PHS,,AT,7.846,stInflow
h0158,D_PHS,,CH,10.39,stInflow
h0158,D_PHS,Germany_,,5.9551,stInflow
h0158,D_PHS,,FR,12.716,stInflow
h0158,D_PHS,,IT,15.102,stInflow
h0158,D_PHS,,NO,24.7,stInflow
h0158,D_PHS,,SE,4.98,stInflow
h0159,D_PHS,,AT,7.846,stInflow
h0159,D_PHS,,CH,10.39,stInflow
h0159,D_PHS,Germany_,,5.9551,stInflow
h0159,D_PHS,,FR,12.716,stInflow
h0159,D_PHS,,IT,15.102,stInflow
h0159,D_PHS,,NO,24.7,stInflow
h0159,D_PHS,,SE,4.98,stInflow
h0160,D_PHS,,AT,7.846,stInflow
h0160,D_PHS,,CH,10.39,stInflow
h0160,D_PHS,Germany_,,5.9551,stInflow
h0160,D_PHS,,FR,12.716,stInflow
h0160,D_PHS,,IT,15.102,stInflow
h0160,D_PHS,,NO,24.7,stInflow
h0160,D_PHS,,SE,4.98,stInflow
h0161,D_PHS,,AT,7.846,stInflow
h0161,D_PHS,,CH,10.39,stInflow
h0161,D_PHS,Germany_,,5.9551,stInflow
h0161,D_PHS,,FR,12.716,stInflow
h0161,D_PHS,,IT,15.102,stInflow
h0161,D_PHS,,NO,24.7,stInflow
h0161,D_PHS,,SE,4.98,stInflow
h0162,D_PHS,,AT,7.846,stInflow
h0162,D_PHS,,CH,10.39,stInflow
h0162,D_PHS,Germany_,,5.9551,stInflow
h0162,D_PHS,,FR,12.716,stInflow
h0162,D_PHS,,IT,15.102,stInflow
h0162,D_PHS,,NO,24.7,stInflow
h0162,D_PHS,,SE,4.98,stInflow
h0163,D_PHS,,AT,7.846,stInflow
h0163,D_PHS,,CH,10.39,stInflow
h0163,D_PHS,Germany_,,5.9551,stInflow
h0163,D_PHS,,FR,12.716,stInflow
h0163,D_PHS,,IT,15.102,stInflow
h0163,D_PHS,,NO,24.7,stInflow
h0163,D_PHS,,SE,4.98,stInflow
h0164,D_PHS,,AT,7.846,stInflow
h0164,D_PHS,,CH,10.39,stInflow
h0164,D_PHS,Germany_,,5.9551,stInflow
h0164,D_PHS,,FR,12.716,stInflow
h0164,D_PHS,,IT,15.102,stInflow
h0164,D_PHS,,NO,24.7,stInflow
h0164,D_PHS,,SE,4.98,stInflow
h0165,D_PHS,,AT,7.846,stInflow
h0165,D_PHS,,CH,10.39,stInflow
h0165,D_PHS,Germany_,,5.9551,stInflow
h0165,D_PHS,,FR,12.716,stInflow
h0165,D_PHS,,IT,15.102,stInflow
h0165,D_PHS,,NO,24.7,stInflow
h0165,D_PHS,,SE,4.98,stInflow
h0166,D_PHS,,AT,7.846,stInflow
h0166,D_PHS,,CH,10.39,stInflow
h0166,D_PHS,Germany_,,5.9551,stInflow
h0166,D_PHS,,FR,12.716,stInflow
h0166,D_PHS,,IT,15.102,stInflow
h0166,D_PHS,,NO,24.7,stInflow
h0166,D_PHS,,SE,4.98,stInflow
h0167,D_PHS,,AT,7.846,stInflow
h0167,D_PHS,,CH,10.39,stInflow
h0167,D_PHS,Germany_,,5.9551,stInflow
h0167,D_PHS,,FR,12.716,stInflow
h0167,D_PHS,,IT,15.102,stInflow
h0167,D_PHS,,NO,24.7,stInflow
h0167,D_PHS,,SE,4.98,stInflow
h0168,D_PHS,,AT,7.846,stInflow
h0168,D_PHS,,CH,10.39,stInflow
h0168,D_PHS,Germany_,,5.9551,stInflow
h0168,D_PHS,,FR,12.716,stInflow
h0168,D_PHS,,IT,15.102,stInflow
h0168,D_PHS,,NO,24.7,stInflow
h0168,D_PHS,,SE,4.98,stInflow
h0169,D_PHS,,AT,7.846,stInflow
h0169,D_PHS,,CH,10.39,stInflow
h0169,D_PHS,Germany_,,5.9551,stInflow
h0169,D_PHS,,FR,12.716,stInflow
h0169,D_PHS,,IT,15.102,stInflow
h0169,D_PHS,,NO,24.7,stInflow
h0169,D_PHS,,SE,4.98,stInflow
h0170,D_PHS,,AT,7.846,stInflow
h0170,D_PHS,,CH,10.39,stInflow
h0170,D_PHS,Germany_,,5.9551,stInflow
h0170,D_PHS,,FR,12.716,stInflow
