timestep_4,technology_1,region_1,parameter,value
h4359,pumpedHydro,IT,stInflow,15.102
h4359,pumpedHydro,NO,stInflow,24.7
h4359,pumpedHydro,SE,stInflow,4.98
h4360,pumpedHydro,AT,stInflow,7.846
h4360,pumpedHydro,CH,stInflow,10.39
h4360,pumpedHydro,FR,stInflow,12.716
h4360,pumpedHydro,IT,stInflow,15.102
h4360,pumpedHydro,NO,stInflow,24.7
h4360,pumpedHydro,SE,stInflow,4.98
h4361,pumpedHydro,AT,stInflow,7.846
h4361,pumpedHydro,CH,stInflow,10.39
h4361,pumpedHydro,FR,stInflow,12.716
h4361,pumpedHydro,IT,stInflow,15.102
h4361,pumpedHydro,NO,stInflow,24.7
h4361,pumpedHydro,SE,stInflow,4.98
h4362,pumpedHydro,AT,stInflow,7.846
h4362,pumpedHydro,CH,stInflow,10.39
h4362,pumpedHydro,FR,stInflow,12.716
h4362,pumpedHydro,IT,stInflow,15.102
h4362,pumpedHydro,NO,stInflow,24.7
h4362,pumpedHydro,SE,stInflow,4.98
h4363,pumpedHydro,AT,stInflow,7.846
h4363,pumpedHydro,CH,stInflow,10.39
h4363,pumpedHydro,FR,stInflow,12.716
h4363,pumpedHydro,IT,stInflow,15.102
h4363,pumpedHydro,NO,stInflow,24.7
h4363,pumpedHydro,SE,stInflow,4.98
h4364,pumpedHydro,AT,stInflow,7.846
h4364,pumpedHydro,CH,stInflow,10.39
h4364,pumpedHydro,FR,stInflow,12.716
h4364,pumpedHydro,IT,stInflow,15.102
h4364,pumpedHydro,NO,stInflow,24.7
h4364,pumpedHydro,SE,stInflow,4.98
h4365,pumpedHydro,AT,stInflow,7.846
h4365,pumpedHydro,CH,stInflow,10.39
h4365,pumpedHydro,FR,stInflow,12.716
h4365,pumpedHydro,IT,stInflow,15.102
h4365,pumpedHydro,NO,stInflow,24.7
h4365,pumpedHydro,SE,stInflow,4.98
h4366,pumpedHydro,AT,stInflow,7.846
h4366,pumpedHydro,CH,stInflow,10.39
h4366,pumpedHydro,FR,stInflow,12.716
h4366,pumpedHydro,IT,stInflow,15.102
h4366,pumpedHydro,NO,stInflow,24.7
h4366,pumpedHydro,SE,stInflow,4.98
h4367,pumpedHydro,AT,stInflow,7.846
h4367,pumpedHydro,CH,stInflow,10.39
h4367,pumpedHydro,FR,stInflow,12.716
h4367,pumpedHydro,IT,stInflow,15.102
h4367,pumpedHydro,NO,stInflow,24.7
h4367,pumpedHydro,SE,stInflow,4.98
h4368,pumpedHydro,AT,stInflow,7.846
h4368,pumpedHydro,CH,stInflow,10.39
h4368,pumpedHydro,FR,stInflow,12.716
h4368,pumpedHydro,IT,stInflow,15.102
h4368,pumpedHydro,NO,stInflow,24.7
h4368,pumpedHydro,SE,stInflow,4.98
h4369,pumpedHydro,AT,stInflow,7.846
h4369,pumpedHydro,CH,stInflow,10.39
h4369,pumpedHydro,FR,stInflow,12.716
h4369,pumpedHydro,IT,stInflow,15.102
h4369,pumpedHydro,NO,stInflow,24.7
h4369,pumpedHydro,SE,stInflow,4.98
h4370,pumpedHydro,AT,stInflow,7.846
h4370,pumpedHydro,CH,stInflow,10.39
h4370,pumpedHydro,FR,stInflow,12.716
h4370,pumpedHydro,IT,stInflow,15.102
h4370,pumpedHydro,NO,stInflow,24.7
h4370,pumpedHydro,SE,stInflow,4.98
h4371,pumpedHydro,AT,stInflow,7.846
h4371,pumpedHydro,CH,stInflow,10.39
h4371,pumpedHydro,FR,stInflow,12.716
h4371,pumpedHydro,IT,stInflow,15.102
h4371,pumpedHydro,NO,stInflow,24.7
h4371,pumpedHydro,SE,stInflow,4.98
h4372,pumpedHydro,AT,stInflow,7.846
h4372,pumpedHydro,CH,stInflow,10.39
h4372,pumpedHydro,FR,stInflow,12.716
h4372,pumpedHydro,IT,stInflow,15.102
h4372,pumpedHydro,NO,stInflow,24.7
h4372,pumpedHydro,SE,stInflow,4.98
h4373,pumpedHydro,AT,stInflow,7.846
h4373,pumpedHydro,CH,stInflow,10.39
h4373,pumpedHydro,FR,stInflow,12.716
h4373,pumpedHydro,IT,stInflow,15.102
h4373,pumpedHydro,NO,stInflow,24.7
h4373,pumpedHydro,SE,stInflow,4.98
h4374,pumpedHydro,AT,stInflow,7.846
h4374,pumpedHydro,CH,stInflow,10.39
h4374,pumpedHydro,FR,stInflow,12.716
h4374,pumpedHydro,IT,stInflow,15.102
h4374,pumpedHydro,NO,stInflow,24.7
h4374,pumpedHydro,SE,stInflow,4.98
h4375,pumpedHydro,AT,stInflow,7.846
h4375,pumpedHydro,CH,stInflow,10.39
h4375,pumpedHydro,FR,stInflow,12.716
h4375,pumpedHydro,IT,stInflow,15.102
h4375,pumpedHydro,NO,stInflow,24.7
h4375,pumpedHydro,SE,stInflow,4.98
h4376,pumpedHydro,AT,stInflow,7.846
h4376,pumpedHydro,CH,stInflow,10.39
h4376,pumpedHydro,FR,stInflow,12.716
h4376,pumpedHydro,IT,stInflow,15.102
h4376,pumpedHydro,NO,stInflow,24.7
h4376,pumpedHydro,SE,stInflow,4.98
h4377,pumpedHydro,AT,stInflow,7.846
h4377,pumpedHydro,CH,stInflow,10.39
h4377,pumpedHydro,FR,stInflow,12.716
h4377,pumpedHydro,IT,stInflow,15.102
h4377,pumpedHydro,NO,stInflow,24.7
h4377,pumpedHydro,SE,stInflow,4.98
h4378,pumpedHydro,AT,stInflow,7.846
h4378,pumpedHydro,CH,stInflow,10.39
h4378,pumpedHydro,FR,stInflow,12.716
h4378,pumpedHydro,IT,stInflow,15.102
h4378,pumpedHydro,NO,stInflow,24.7
h4378,pumpedHydro,SE,stInflow,4.98
h4379,pumpedHydro,AT,stInflow,7.846
h4379,pumpedHydro,CH,stInflow,10.39
h4379,pumpedHydro,FR,stInflow,12.716
h4379,pumpedHydro,IT,stInflow,15.102
h4379,pumpedHydro,NO,stInflow,24.7
h4379,pumpedHydro,SE,stInflow,4.98
h4380,pumpedHydro,AT,stInflow,7.846
h4380,pumpedHydro,CH,stInflow,10.39
h4380,pumpedHydro,FR,stInflow,12.716
h4380,pumpedHydro,IT,stInflow,15.102
h4380,pumpedHydro,NO,stInflow,24.7
h4380,pumpedHydro,SE,stInflow,4.98
h4381,pumpedHydro,AT,stInflow,7.846
h4381,pumpedHydro,CH,stInflow,10.39
h4381,pumpedHydro,FR,stInflow,12.716
h4381,pumpedHydro,IT,stInflow,15.102
h4381,pumpedHydro,NO,stInflow,24.7
h4381,pumpedHydro,SE,stInflow,4.98
h4382,pumpedHydro,AT,stInflow,7.846
h4382,pumpedHydro,CH,stInflow,10.39
h4382,pumpedHydro,FR,stInflow,12.716
h4382,pumpedHydro,IT,stInflow,15.102
h4382,pumpedHydro,NO,stInflow,24.7
h4382,pumpedHydro,SE,stInflow,4.98
h4383,pumpedHydro,AT,stInflow,7.846
h4383,pumpedHydro,CH,stInflow,10.39
h4383,pumpedHydro,FR,stInflow,12.716
h4383,pumpedHydro,IT,stInflow,15.102
h4383,pumpedHydro,NO,stInflow,24.7
h4383,pumpedHydro,SE,stInflow,4.98
h4384,pumpedHydro,AT,stInflow,7.846
h4384,pumpedHydro,CH,stInflow,10.39
h4384,pumpedHydro,FR,stInflow,12.716
h4384,pumpedHydro,IT,stInflow,15.102
h4384,pumpedHydro,NO,stInflow,24.7
h4384,pumpedHydro,SE,stInflow,4.98
h4385,pumpedHydro,AT,stInflow,7.846
h4385,pumpedHydro,CH,stInflow,10.39
h4385,pumpedHydro,FR,stInflow,12.716
h4385,pumpedHydro,IT,stInflow,15.102
h4385,pumpedHydro,NO,stInflow,24.7
h4385,pumpedHydro,SE,stInflow,4.98
h4386,pumpedHydro,AT,stInflow,7.846
h4386,pumpedHydro,CH,stInflow,10.39
h4386,pumpedHydro,FR,stInflow,12.716
h4386,pumpedHydro,IT,stInflow,15.102
h4386,pumpedHydro,NO,stInflow,24.7
h4386,pumpedHydro,SE,stInflow,4.98
h4387,pumpedHydro,AT,stInflow,7.846
h4387,pumpedHydro,CH,stInflow,10.39
h4387,pumpedHydro,FR,stInflow,12.716
h4387,pumpedHydro,IT,stInflow,15.102
h4387,pumpedHydro,NO,stInflow,24.7
h4387,pumpedHydro,SE,stInflow,4.98
h4388,pumpedHydro,AT,stInflow,7.846
h4388,pumpedHydro,CH,stInflow,10.39
h4388,pumpedHydro,FR,stInflow,12.716
h4388,pumpedHydro,IT,stInflow,15.102
h4388,pumpedHydro,NO,stInflow,24.7
h4388,pumpedHydro,SE,stInflow,4.98
h4389,pumpedHydro,AT,stInflow,7.846
h4389,pumpedHydro,CH,stInflow,10.39
h4389,pumpedHydro,FR,stInflow,12.716
h4389,pumpedHydro,IT,stInflow,15.102
h4389,pumpedHydro,NO,stInflow,24.7
h4389,pumpedHydro,SE,stInflow,4.98
h4390,pumpedHydro,AT,stInflow,7.846
h4390,pumpedHydro,CH,stInflow,10.39
h4390,pumpedHydro,FR,stInflow,12.716
h4390,pumpedHydro,IT,stInflow,15.102
h4390,pumpedHydro,NO,stInflow,24.7
h4390,pumpedHydro,SE,stInflow,4.98
h4391,pumpedHydro,AT,stInflow,7.846
h4391,pumpedHydro,CH,stInflow,10.39
h4391,pumpedHydro,FR,stInflow,12.716
h4391,pumpedHydro,IT,stInflow,15.102
h4391,pumpedHydro,NO,stInflow,24.7
h4391,pumpedHydro,SE,stInflow,4.98
h4392,pumpedHydro,AT,stInflow,7.846
h4392,pumpedHydro,CH,stInflow,10.39
h4392,pumpedHydro,FR,stInflow,12.716
h4392,pumpedHydro,IT,stInflow,15.102
h4392,pumpedHydro,NO,stInflow,24.7
h4392,pumpedHydro,SE,stInflow,4.98
h4393,pumpedHydro,AT,stInflow,7.846
h4393,pumpedHydro,CH,stInflow,10.39
h4393,pumpedHydro,FR,stInflow,12.716
h4393,pumpedHydro,IT,stInflow,15.102
h4393,pumpedHydro,NO,stInflow,24.7
h4393,pumpedHydro,SE,stInflow,4.98
h4394,pumpedHydro,AT,stInflow,7.846
h4394,pumpedHydro,CH,stInflow,10.39
h4394,pumpedHydro,FR,stInflow,12.716
h4394,pumpedHydro,IT,stInflow,15.102
h4394,pumpedHydro,NO,stInflow,24.7
h4394,pumpedHydro,SE,stInflow,4.98
h4395,pumpedHydro,AT,stInflow,7.846
h4395,pumpedHydro,CH,stInflow,10.39
h4395,pumpedHydro,FR,stInflow,12.716
h4395,pumpedHydro,IT,stInflow,15.102
h4395,pumpedHydro,NO,stInflow,24.7
h4395,pumpedHydro,SE,stInflow,4.98
h4396,pumpedHydro,AT,stInflow,7.846
h4396,pumpedHydro,CH,stInflow,10.39
h4396,pumpedHydro,FR,stInflow,12.716
h4396,pumpedHydro,IT,stInflow,15.102
h4396,pumpedHydro,NO,stInflow,24.7
h4396,pumpedHydro,SE,stInflow,4.98
h4397,pumpedHydro,AT,stInflow,7.846
h4397,pumpedHydro,CH,stInflow,10.39
h4397,pumpedHydro,FR,stInflow,12.716
h4397,pumpedHydro,IT,stInflow,15.102
h4397,pumpedHydro,NO,stInflow,24.7
h4397,pumpedHydro,SE,stInflow,4.98
h4398,pumpedHydro,AT,stInflow,7.846
h4398,pumpedHydro,CH,stInflow,10.39
h4398,pumpedHydro,FR,stInflow,12.716
h4398,pumpedHydro,IT,stInflow,15.102
h4398,pumpedHydro,NO,stInflow,24.7
h4398,pumpedHydro,SE,stInflow,4.98
h4399,pumpedHydro,AT,stInflow,7.846
h4399,pumpedHydro,CH,stInflow,10.39
h4399,pumpedHydro,FR,stInflow,12.716
h4399,pumpedHydro,IT,stInflow,15.102
h4399,pumpedHydro,NO,stInflow,24.7
h4399,pumpedHydro,SE,stInflow,4.98
h4400,pumpedHydro,AT,stInflow,7.846
h4400,pumpedHydro,CH,stInflow,10.39
h4400,pumpedHydro,FR,stInflow,12.716
h4400,pumpedHydro,IT,stInflow,15.102
h4400,pumpedHydro,NO,stInflow,24.7
h4400,pumpedHydro,SE,stInflow,4.98
h4401,pumpedHydro,AT,stInflow,7.846
h4401,pumpedHydro,CH,stInflow,10.39
h4401,pumpedHydro,FR,stInflow,12.716
h4401,pumpedHydro,IT,stInflow,15.102
h4401,pumpedHydro,NO,stInflow,24.7
h4401,pumpedHydro,SE,stInflow,4.98
h4402,pumpedHydro,AT,stInflow,7.846
h4402,pumpedHydro,CH,stInflow,10.39
h4402,pumpedHydro,FR,stInflow,12.716
h4402,pumpedHydro,IT,stInflow,15.102
h4402,pumpedHydro,NO,stInflow,24.7
h4402,pumpedHydro,SE,stInflow,4.98
h4403,pumpedHydro,AT,stInflow,7.846
h4403,pumpedHydro,CH,stInflow,10.39
h4403,pumpedHydro,FR,stInflow,12.716
h4403,pumpedHydro,IT,stInflow,15.102
h4403,pumpedHydro,NO,stInflow,24.7
h4403,pumpedHydro,SE,stInflow,4.98
h4404,pumpedHydro,AT,stInflow,7.846
h4404,pumpedHydro,CH,stInflow,10.39
h4404,pumpedHydro,FR,stInflow,12.716
h4404,pumpedHydro,IT,stInflow,15.102
h4404,pumpedHydro,NO,stInflow,24.7
h4404,pumpedHydro,SE,stInflow,4.98
h4405,pumpedHydro,AT,stInflow,7.846
h4405,pumpedHydro,CH,stInflow,10.39
h4405,pumpedHydro,FR,stInflow,12.716
h4405,pumpedHydro,IT,stInflow,15.102
h4405,pumpedHydro,NO,stInflow,24.7
h4405,pumpedHydro,SE,stInflow,4.98
h4406,pumpedHydro,AT,stInflow,7.846
h4406,pumpedHydro,CH,stInflow,10.39
h4406,pumpedHydro,FR,stInflow,12.716
h4406,pumpedHydro,IT,stInflow,15.102
h4406,pumpedHydro,NO,stInflow,24.7
h4406,pumpedHydro,SE,stInflow,4.98
h4407,pumpedHydro,AT,stInflow,7.846
h4407,pumpedHydro,CH,stInflow,10.39
h4407,pumpedHydro,FR,stInflow,12.716
h4407,pumpedHydro,IT,stInflow,15.102
h4407,pumpedHydro,NO,stInflow,24.7
h4407,pumpedHydro,SE,stInflow,4.98
h4408,pumpedHydro,AT,stInflow,7.846
h4408,pumpedHydro,CH,stInflow,10.39
h4408,pumpedHydro,FR,stInflow,12.716
h4408,pumpedHydro,IT,stInflow,15.102
h4408,pumpedHydro,NO,stInflow,24.7
h4408,pumpedHydro,SE,stInflow,4.98
h4409,pumpedHydro,AT,stInflow,7.846
h4409,pumpedHydro,CH,stInflow,10.39
h4409,pumpedHydro,FR,stInflow,12.716
h4409,pumpedHydro,IT,stInflow,15.102
h4409,pumpedHydro,NO,stInflow,24.7
h4409,pumpedHydro,SE,stInflow,4.98
h4410,pumpedHydro,AT,stInflow,7.846
h4410,pumpedHydro,CH,stInflow,10.39
h4410,pumpedHydro,FR,stInflow,12.716
h4410,pumpedHydro,IT,stInflow,15.102
h4410,pumpedHydro,NO,stInflow,24.7
h4410,pumpedHydro,SE,stInflow,4.98
h4411,pumpedHydro,AT,stInflow,7.846
h4411,pumpedHydro,CH,stInflow,10.39
h4411,pumpedHydro,FR,stInflow,12.716
h4411,pumpedHydro,IT,stInflow,15.102
h4411,pumpedHydro,NO,stInflow,24.7
h4411,pumpedHydro,SE,stInflow,4.98
h4412,pumpedHydro,AT,stInflow,7.846
h4412,pumpedHydro,CH,stInflow,10.39
h4412,pumpedHydro,FR,stInflow,12.716
h4412,pumpedHydro,IT,stInflow,15.102
h4412,pumpedHydro,NO,stInflow,24.7
h4412,pumpedHydro,SE,stInflow,4.98
h4413,pumpedHydro,AT,stInflow,7.846
h4413,pumpedHydro,CH,stInflow,10.39
h4413,pumpedHydro,FR,stInflow,12.716
h4413,pumpedHydro,IT,stInflow,15.102
h4413,pumpedHydro,NO,stInflow,24.7
h4413,pumpedHydro,SE,stInflow,4.98
h4414,pumpedHydro,AT,stInflow,7.846
h4414,pumpedHydro,CH,stInflow,10.39
h4414,pumpedHydro,FR,stInflow,12.716
h4414,pumpedHydro,IT,stInflow,15.102
h4414,pumpedHydro,NO,stInflow,24.7
h4414,pumpedHydro,SE,stInflow,4.98
h4415,pumpedHydro,AT,stInflow,7.846
h4415,pumpedHydro,CH,stInflow,10.39
h4415,pumpedHydro,FR,stInflow,12.716
h4415,pumpedHydro,IT,stInflow,15.102
h4415,pumpedHydro,NO,stInflow,24.7
h4415,pumpedHydro,SE,stInflow,4.98
h4416,pumpedHydro,AT,stInflow,7.846
h4416,pumpedHydro,CH,stInflow,10.39
h4416,pumpedHydro,FR,stInflow,12.716
h4416,pumpedHydro,IT,stInflow,15.102
h4416,pumpedHydro,NO,stInflow,24.7
h4416,pumpedHydro,SE,stInflow,4.98
h4417,pumpedHydro,AT,stInflow,7.846
h4417,pumpedHydro,CH,stInflow,10.39
h4417,pumpedHydro,FR,stInflow,12.716
h4417,pumpedHydro,IT,stInflow,15.102
h4417,pumpedHydro,NO,stInflow,24.7
h4417,pumpedHydro,SE,stInflow,4.98
h4418,pumpedHydro,AT,stInflow,7.846
h4418,pumpedHydro,CH,stInflow,10.39
h4418,pumpedHydro,FR,stInflow,12.716
h4418,pumpedHydro,IT,stInflow,15.102
h4418,pumpedHydro,NO,stInflow,24.7
h4418,pumpedHydro,SE,stInflow,4.98
h4419,pumpedHydro,AT,stInflow,7.846
h4419,pumpedHydro,CH,stInflow,10.39
h4419,pumpedHydro,FR,stInflow,12.716
h4419,pumpedHydro,IT,stInflow,15.102
h4419,pumpedHydro,NO,stInflow,24.7
h4419,pumpedHydro,SE,stInflow,4.98
h4420,pumpedHydro,AT,stInflow,7.846
h4420,pumpedHydro,CH,stInflow,10.39
h4420,pumpedHydro,FR,stInflow,12.716
h4420,pumpedHydro,IT,stInflow,15.102
h4420,pumpedHydro,NO,stInflow,24.7
h4420,pumpedHydro,SE,stInflow,4.98
h4421,pumpedHydro,AT,stInflow,7.846
h4421,pumpedHydro,CH,stInflow,10.39
h4421,pumpedHydro,FR,stInflow,12.716
h4421,pumpedHydro,IT,stInflow,15.102
h4421,pumpedHydro,NO,stInflow,24.7
h4421,pumpedHydro,SE,stInflow,4.98
h4422,pumpedHydro,AT,stInflow,7.846
h4422,pumpedHydro,CH,stInflow,10.39
h4422,pumpedHydro,FR,stInflow,12.716
h4422,pumpedHydro,IT,stInflow,15.102
h4422,pumpedHydro,NO,stInflow,24.7
h4422,pumpedHydro,SE,stInflow,4.98
h4423,pumpedHydro,AT,stInflow,7.846
h4423,pumpedHydro,CH,stInflow,10.39
h4423,pumpedHydro,FR,stInflow,12.716
h4423,pumpedHydro,IT,stInflow,15.102
h4423,pumpedHydro,NO,stInflow,24.7
h4423,pumpedHydro,SE,stInflow,4.98
h4424,pumpedHydro,AT,stInflow,7.846
h4424,pumpedHydro,CH,stInflow,10.39
h4424,pumpedHydro,FR,stInflow,12.716
h4424,pumpedHydro,IT,stInflow,15.102
h4424,pumpedHydro,NO,stInflow,24.7
h4424,pumpedHydro,SE,stInflow,4.98
h4425,pumpedHydro,AT,stInflow,7.846
h4425,pumpedHydro,CH,stInflow,10.39
h4425,pumpedHydro,FR,stInflow,12.716
h4425,pumpedHydro,IT,stInflow,15.102
h4425,pumpedHydro,NO,stInflow,24.7
h4425,pumpedHydro,SE,stInflow,4.98
h4426,pumpedHydro,AT,stInflow,7.846
h4426,pumpedHydro,CH,stInflow,10.39
h4426,pumpedHydro,FR,stInflow,12.716
h4426,pumpedHydro,IT,stInflow,15.102
h4426,pumpedHydro,NO,stInflow,24.7
h4426,pumpedHydro,SE,stInflow,4.98
h4427,pumpedHydro,AT,stInflow,7.846
h4427,pumpedHydro,CH,stInflow,10.39
h4427,pumpedHydro,FR,stInflow,12.716
h4427,pumpedHydro,IT,stInflow,15.102
h4427,pumpedHydro,NO,stInflow,24.7
h4427,pumpedHydro,SE,stInflow,4.98
h4428,pumpedHydro,AT,stInflow,7.846
h4428,pumpedHydro,CH,stInflow,10.39
h4428,pumpedHydro,FR,stInflow,12.716
h4428,pumpedHydro,IT,stInflow,15.102
h4428,pumpedHydro,NO,stInflow,24.7
h4428,pumpedHydro,SE,stInflow,4.98
h4429,pumpedHydro,AT,stInflow,7.846
h4429,pumpedHydro,CH,stInflow,10.39
h4429,pumpedHydro,FR,stInflow,12.716
h4429,pumpedHydro,IT,stInflow,15.102
h4429,pumpedHydro,NO,stInflow,24.7
h4429,pumpedHydro,SE,stInflow,4.98
h4430,pumpedHydro,AT,stInflow,7.846
h4430,pumpedHydro,CH,stInflow,10.39
h4430,pumpedHydro,FR,stInflow,12.716
h4430,pumpedHydro,IT,stInflow,15.102
h4430,pumpedHydro,NO,stInflow,24.7
h4430,pumpedHydro,SE,stInflow,4.98
h4431,pumpedHydro,AT,stInflow,7.846
h4431,pumpedHydro,CH,stInflow,10.39
h4431,pumpedHydro,FR,stInflow,12.716
h4431,pumpedHydro,IT,stInflow,15.102
h4431,pumpedHydro,NO,stInflow,24.7
h4431,pumpedHydro,SE,stInflow,4.98
h4432,pumpedHydro,AT,stInflow,7.846
h4432,pumpedHydro,CH,stInflow,10.39
h4432,pumpedHydro,FR,stInflow,12.716
h4432,pumpedHydro,IT,stInflow,15.102
h4432,pumpedHydro,NO,stInflow,24.7
h4432,pumpedHydro,SE,stInflow,4.98
h4433,pumpedHydro,AT,stInflow,7.846
h4433,pumpedHydro,CH,stInflow,10.39
h4433,pumpedHydro,FR,stInflow,12.716
h4433,pumpedHydro,IT,stInflow,15.102
h4433,pumpedHydro,NO,stInflow,24.7
h4433,pumpedHydro,SE,stInflow,4.98
h4434,pumpedHydro,AT,stInflow,7.846
h4434,pumpedHydro,CH,stInflow,10.39
h4434,pumpedHydro,FR,stInflow,12.716
h4434,pumpedHydro,IT,stInflow,15.102
h4434,pumpedHydro,NO,stInflow,24.7
h4434,pumpedHydro,SE,stInflow,4.98
h4435,pumpedHydro,AT,stInflow,7.846
h4435,pumpedHydro,CH,stInflow,10.39
h4435,pumpedHydro,FR,stInflow,12.716
h4435,pumpedHydro,IT,stInflow,15.102
h4435,pumpedHydro,NO,stInflow,24.7
h4435,pumpedHydro,SE,stInflow,4.98
h4436,pumpedHydro,AT,stInflow,7.846
h4436,pumpedHydro,CH,stInflow,10.39
h4436,pumpedHydro,FR,stInflow,12.716
h4436,pumpedHydro,IT,stInflow,15.102
h4436,pumpedHydro,NO,stInflow,24.7
h4436,pumpedHydro,SE,stInflow,4.98
h4437,pumpedHydro,AT,stInflow,7.846
h4437,pumpedHydro,CH,stInflow,10.39
h4437,pumpedHydro,FR,stInflow,12.716
h4437,pumpedHydro,IT,stInflow,15.102
h4437,pumpedHydro,NO,stInflow,24.7
h4437,pumpedHydro,SE,stInflow,4.98
h4438,pumpedHydro,AT,stInflow,7.846
h4438,pumpedHydro,CH,stInflow,10.39
h4438,pumpedHydro,FR,stInflow,12.716
h4438,pumpedHydro,IT,stInflow,15.102
h4438,pumpedHydro,NO,stInflow,24.7
h4438,pumpedHydro,SE,stInflow,4.98
h4439,pumpedHydro,AT,stInflow,7.846
h4439,pumpedHydro,CH,stInflow,10.39
h4439,pumpedHydro,FR,stInflow,12.716
h4439,pumpedHydro,IT,stInflow,15.102
h4439,pumpedHydro,NO,stInflow,24.7
h4439,pumpedHydro,SE,stInflow,4.98
h4440,pumpedHydro,AT,stInflow,7.846
h4440,pumpedHydro,CH,stInflow,10.39
h4440,pumpedHydro,FR,stInflow,12.716
h4440,pumpedHydro,IT,stInflow,15.102
h4440,pumpedHydro,NO,stInflow,24.7
h4440,pumpedHydro,SE,stInflow,4.98
h4441,pumpedHydro,AT,stInflow,7.846
h4441,pumpedHydro,CH,stInflow,10.39
h4441,pumpedHydro,FR,stInflow,12.716
h4441,pumpedHydro,IT,stInflow,15.102
h4441,pumpedHydro,NO,stInflow,24.7
h4441,pumpedHydro,SE,stInflow,4.98
h4442,pumpedHydro,AT,stInflow,7.846
h4442,pumpedHydro,CH,stInflow,10.39
h4442,pumpedHydro,FR,stInflow,12.716
h4442,pumpedHydro,IT,stInflow,15.102
h4442,pumpedHydro,NO,stInflow,24.7
h4442,pumpedHydro,SE,stInflow,4.98
h4443,pumpedHydro,AT,stInflow,7.846
h4443,pumpedHydro,CH,stInflow,10.39
h4443,pumpedHydro,FR,stInflow,12.716
h4443,pumpedHydro,IT,stInflow,15.102
h4443,pumpedHydro,NO,stInflow,24.7
h4443,pumpedHydro,SE,stInflow,4.98
h4444,pumpedHydro,AT,stInflow,7.846
h4444,pumpedHydro,CH,stInflow,10.39
h4444,pumpedHydro,FR,stInflow,12.716
h4444,pumpedHydro,IT,stInflow,15.102
h4444,pumpedHydro,NO,stInflow,24.7
h4444,pumpedHydro,SE,stInflow,4.98
h4445,pumpedHydro,AT,stInflow,7.846
h4445,pumpedHydro,CH,stInflow,10.39
h4445,pumpedHydro,FR,stInflow,12.716
h4445,pumpedHydro,IT,stInflow,15.102
h4445,pumpedHydro,NO,stInflow,24.7
h4445,pumpedHydro,SE,stInflow,4.98
h4446,pumpedHydro,AT,stInflow,7.846
h4446,pumpedHydro,CH,stInflow,10.39
h4446,pumpedHydro,FR,stInflow,12.716
h4446,pumpedHydro,IT,stInflow,15.102
h4446,pumpedHydro,NO,stInflow,24.7
h4446,pumpedHydro,SE,stInflow,4.98
h4447,pumpedHydro,AT,stInflow,7.846
h4447,pumpedHydro,CH,stInflow,10.39
h4447,pumpedHydro,FR,stInflow,12.716
h4447,pumpedHydro,IT,stInflow,15.102
h4447,pumpedHydro,NO,stInflow,24.7
h4447,pumpedHydro,SE,stInflow,4.98
h4448,pumpedHydro,AT,stInflow,7.846
h4448,pumpedHydro,CH,stInflow,10.39
h4448,pumpedHydro,FR,stInflow,12.716
h4448,pumpedHydro,IT,stInflow,15.102
h4448,pumpedHydro,NO,stInflow,24.7
h4448,pumpedHydro,SE,stInflow,4.98
h4449,pumpedHydro,AT,stInflow,7.846
h4449,pumpedHydro,CH,stInflow,10.39
h4449,pumpedHydro,FR,stInflow,12.716
h4449,pumpedHydro,IT,stInflow,15.102
h4449,pumpedHydro,NO,stInflow,24.7
h4449,pumpedHydro,SE,stInflow,4.98
h4450,pumpedHydro,AT,stInflow,7.846
h4450,pumpedHydro,CH,stInflow,10.39
h4450,pumpedHydro,FR,stInflow,12.716
h4450,pumpedHydro,IT,stInflow,15.102
h4450,pumpedHydro,NO,stInflow,24.7
h4450,pumpedHydro,SE,stInflow,4.98
h4451,pumpedHydro,AT,stInflow,7.846
h4451,pumpedHydro,CH,stInflow,10.39
h4451,pumpedHydro,FR,stInflow,12.716
h4451,pumpedHydro,IT,stInflow,15.102
h4451,pumpedHydro,NO,stInflow,24.7
h4451,pumpedHydro,SE,stInflow,4.98
h4452,pumpedHydro,AT,stInflow,7.846
h4452,pumpedHydro,CH,stInflow,10.39
h4452,pumpedHydro,FR,stInflow,12.716
h4452,pumpedHydro,IT,stInflow,15.102
h4452,pumpedHydro,NO,stInflow,24.7
h4452,pumpedHydro,SE,stInflow,4.98
h4453,pumpedHydro,AT,stInflow,7.846
h4453,pumpedHydro,CH,stInflow,10.39
h4453,pumpedHydro,FR,stInflow,12.716
h4453,pumpedHydro,IT,stInflow,15.102
h4453,pumpedHydro,NO,stInflow,24.7
h4453,pumpedHydro,SE,stInflow,4.98
h4454,pumpedHydro,AT,stInflow,7.846
h4454,pumpedHydro,CH,stInflow,10.39
h4454,pumpedHydro,FR,stInflow,12.716
h4454,pumpedHydro,IT,stInflow,15.102
h4454,pumpedHydro,NO,stInflow,24.7
h4454,pumpedHydro,SE,stInflow,4.98
h4455,pumpedHydro,AT,stInflow,7.846
h4455,pumpedHydro,CH,stInflow,10.39
h4455,pumpedHydro,FR,stInflow,12.716
h4455,pumpedHydro,IT,stInflow,15.102
h4455,pumpedHydro,NO,stInflow,24.7
h4455,pumpedHydro,SE,stInflow,4.98
h4456,pumpedHydro,AT,stInflow,7.846
h4456,pumpedHydro,CH,stInflow,10.39
h4456,pumpedHydro,FR,stInflow,12.716
