region_2,technology_1,technology_2,parameter,timestep_2,value
DE11,wind_onshore,onshore_b,avaConv,d012,0.6321904658413166
DE11,wind_onshore,onshore_b,avaConv,d013,0.7119979775719828
DE11,wind_onshore,onshore_b,avaConv,d014,0.35168537014507034
DE11,wind_onshore,onshore_b,avaConv,d015,0.6251961298427086
DE11,wind_onshore,onshore_b,avaConv,d016,0.3854132103264674
DE11,wind_onshore,onshore_b,avaConv,d017,0.29679288450623414
DE11,wind_onshore,onshore_b,avaConv,d018,0.17581058851728404
DE11,wind_onshore,onshore_b,avaConv,d019,0.06236591503413726
DE11,wind_onshore,onshore_b,avaConv,d020,0.16154935533457518
DE11,wind_onshore,onshore_b,avaConv,d021,0.14969509500870823
DE11,wind_onshore,onshore_b,avaConv,d022,0.2853875009732043
DE11,wind_onshore,onshore_b,avaConv,d023,0.40537407776271056
DE11,wind_onshore,onshore_b,avaConv,d024,0.25601237085313805
DE11,wind_onshore,onshore_b,avaConv,d025,0.3227585535522814
DE11,wind_onshore,onshore_b,avaConv,d026,0.4591405180924834
DE11,wind_onshore,onshore_b,avaConv,d027,0.5663367384764121
DE11,wind_onshore,onshore_b,avaConv,d028,0.31925425798517815
DE11,wind_onshore,onshore_b,avaConv,d029,0.45749034727347976
DE11,wind_onshore,onshore_b,avaConv,d030,0.6877283985970313
DE11,wind_onshore,onshore_b,avaConv,d031,0.47610251936282916
DE11,wind_onshore,onshore_b,avaConv,d032,0.8016154405107355
DE11,wind_onshore,onshore_b,avaConv,d033,0.6931513376490909
DE11,wind_onshore,onshore_b,avaConv,d034,0.4391716605906119
DE11,wind_onshore,onshore_b,avaConv,d035,0.5805665068088791
DE11,wind_onshore,onshore_b,avaConv,d036,0.2524187815798743
DE11,wind_onshore,onshore_b,avaConv,d037,0.4392795931657958
DE11,wind_onshore,onshore_b,avaConv,d038,0.44290015398573895
DE11,wind_onshore,onshore_b,avaConv,d039,0.8029302523102634
DE11,wind_onshore,onshore_b,avaConv,d040,0.7548740027320092
DE11,wind_onshore,onshore_b,avaConv,d041,0.626906045729294
DE11,wind_onshore,onshore_b,avaConv,d042,0.3703838204802841
DE11,wind_onshore,onshore_b,avaConv,d043,0.25348132553145647
